sale_id,product_id,warehouse_id,sale_date,quantity_sold,revenue
5697,16,1,2025-01-03,10,34.9
5698,17,4,2025-01-03,2,23.98
5699,17,1,2025-01-03,1,11.99
5700,19,4,2025-01-03,2,14.98
5701,19,3,2025-01-03,1,7.49
5702,20,1,2025-01-03,2,13.98
5703,21,2,2025-01-03,24,95.76
5704,23,4,2025-01-03,2,17.98
5705,24,1,2025-01-03,2,24.98
5706,24,4,2025-01-03,1,12.49
5707,25,2,2025-01-03,1,9.99
5708,25,3,2025-01-03,1,9.99
5709,1,2,2025-01-04,40,279.6
5710,2,2,2025-01-04,44,197.56
5711,3,3,2025-01-04,32,415.68
5712,5,4,2025-01-04,30,269.7
5713,6,2,2025-01-04,47,305.03
5714,7,1,2025-01-04,12,59.88
5715,7,2,2025-01-04,27,134.73
5716,8,4,2025-01-04,16,151.84
5717,8,1,2025-01-04,8,75.92
5718,9,2,2025-01-04,19,75.81
5719,12,2,2025-01-04,15,29.85
5720,13,4,2025-01-04,18,125.82
5721,14,1,2025-01-04,13,58.37
5722,16,1,2025-01-04,26,90.74
5723,17,1,2025-01-04,5,59.95
5724,18,2,2025-01-04,1,4.99
5725,18,1,2025-01-04,1,4.99
5726,19,4,2025-01-04,2,14.98
5727,20,3,2025-01-04,3,20.97
5728,20,1,2025-01-04,1,6.99
5729,23,2,2025-01-04,4,35.96
5730,1,2,2025-01-05,22,153.78
5731,2,1,2025-01-05,42,188.58
5732,3,3,2025-01-05,12,155.88
5733,3,4,2025-01-05,15,194.85
5734,3,2,2025-01-05,11,142.89
5735,4,2,2025-01-05,14,83.86
5736,4,1,2025-01-05,13,77.87
5737,5,2,2025-01-05,32,287.68
5738,6,2,2025-01-05,40,259.6
5739,7,1,2025-01-05,16,79.84
5740,7,4,2025-01-05,9,44.91
5741,7,2,2025-01-05,6,29.94
5742,8,1,2025-01-05,17,161.33
5743,8,4,2025-01-05,7,66.43
5744,9,2,2025-01-05,17,67.83
5745,10,2,2025-01-05,10,84.9
5746,10,3,2025-01-05,4,33.96
5747,10,4,2025-01-05,7,59.43
5748,11,1,2025-01-05,9,22.41
5749,12,4,2025-01-05,8,15.92
5750,13,4,2025-01-05,14,97.86
5751,14,2,2025-01-05,22,98.78
5752,15,3,2025-01-05,22,131.78
5753,16,4,2025-01-05,13,45.37
5754,18,2,2025-01-05,2,9.98
5755,18,1,2025-01-05,2,9.98
5756,19,3,2025-01-05,3,22.47
5757,20,3,2025-01-05,2,13.98
5758,22,4,2025-01-05,1,5.49
5759,23,4,2025-01-05,13,116.87
5760,23,1,2025-01-05,10,89.9
5761,24,4,2025-01-05,4,49.96
5762,1,1,2025-01-06,27,188.73
5763,2,2,2025-01-06,10,44.9
5764,2,1,2025-01-06,4,17.96
5765,2,4,2025-01-06,4,17.96
5766,3,3,2025-01-06,10,129.9
5767,3,4,2025-01-06,6,77.94
5768,3,2,2025-01-06,3,38.97
5769,4,1,2025-01-06,27,161.73
5770,5,4,2025-01-06,29,260.71
5771,6,2,2025-01-06,16,103.84
5772,7,1,2025-01-06,7,34.93
5773,7,2,2025-01-06,14,69.86
5774,8,4,2025-01-06,14,132.86
5775,9,1,2025-01-06,13,51.87
5776,10,4,2025-01-06,5,42.45
5777,10,3,2025-01-06,1,8.49
5778,10,2,2025-01-06,1,8.49
5779,11,3,2025-01-06,13,32.37
5780,13,2,2025-01-06,10,69.9
5781,14,1,2025-01-06,5,22.45
5782,14,2,2025-01-06,5,22.45
5783,15,3,2025-01-06,8,47.92
5784,16,2,2025-01-06,12,41.88
5785,17,1,2025-01-06,5,59.95
5786,1,2,2025-01-07,21,146.79
5787,1,4,2025-01-07,6,41.94
5788,1,1,2025-01-07,4,27.96
5789,2,1,2025-01-07,27,121.23
5790,2,4,2025-01-07,5,22.45
5791,2,2,2025-01-07,8,35.92
5792,3,4,2025-01-07,37,480.63
5793,3,2,2025-01-07,13,168.87
5794,3,3,2025-01-07,6,77.94
5795,4,2,2025-01-07,22,131.78
5796,4,1,2025-01-07,34,203.66
5797,5,2,2025-01-07,24,215.76
5798,6,1,2025-01-07,64,415.36
5799,7,2,2025-01-07,34,169.66
5800,8,1,2025-01-07,35,332.15
5801,9,2,2025-01-07,9,35.91
5802,9,1,2025-01-07,7,27.93
5803,10,2,2025-01-07,7,59.43
5804,10,3,2025-01-07,2,16.98
5805,10,4,2025-01-07,2,16.98
5806,11,3,2025-01-07,37,92.13
5807,12,4,2025-01-07,17,33.83
5808,12,2,2025-01-07,9,17.91
5809,13,4,2025-01-07,20,139.8
5810,13,2,2025-01-07,12,83.88
5811,14,2,2025-01-07,17,76.33
5812,15,3,2025-01-07,15,89.85
5813,15,2,2025-01-07,5,29.95
5814,15,1,2025-01-07,9,53.91
5815,16,2,2025-01-07,24,83.76
5816,17,1,2025-01-07,8,95.92
5817,17,2,2025-01-07,6,71.94
5818,18,2,2025-01-07,8,39.92
5819,19,4,2025-01-07,4,29.96
5820,20,3,2025-01-07,9,62.91
5821,21,2,2025-01-07,5,19.95
5822,22,4,2025-01-07,1,5.49
5823,23,1,2025-01-07,8,71.92
5824,23,4,2025-01-07,13,116.87
5825,24,4,2025-01-07,46,574.54
5826,25,2,2025-01-07,20,199.8
5827,25,4,2025-01-07,21,209.79
5828,25,3,2025-01-07,21,209.79
5829,1,1,2025-01-08,20,139.8
5830,2,1,2025-01-08,18,80.82
5831,3,2,2025-01-08,29,376.71
5832,4,1,2025-01-08,10,59.9
5833,4,2,2025-01-08,12,71.88
5834,5,2,2025-01-08,26,233.74
5835,6,1,2025-01-08,15,97.35
5836,7,4,2025-01-08,23,114.77
5837,8,4,2025-01-08,15,142.35
5838,9,2,2025-01-08,4,15.96
5839,9,1,2025-01-08,8,31.92
5840,10,3,2025-01-08,9,76.41
5841,11,3,2025-01-08,8,19.92
5842,14,1,2025-01-08,4,17.96
5843,14,2,2025-01-08,3,13.47
5844,15,2,2025-01-08,2,11.98
5845,15,3,2025-01-08,2,11.98
5846,15,1,2025-01-08,1,5.99
5847,16,1,2025-01-08,10,34.9
5848,16,2,2025-01-08,6,20.94
5849,17,1,2025-01-08,4,47.96
5850,18,2,2025-01-08,2,9.98
5851,20,3,2025-01-08,2,13.98
5852,20,1,2025-01-08,2,13.98
5853,22,4,2025-01-08,18,98.82
5854,25,2,2025-01-08,2,19.98
5855,1,1,2025-01-09,7,48.93
5856,1,2,2025-01-09,8,55.92
5857,2,2,2025-01-09,23,103.27
5858,3,2,2025-01-09,17,220.83
5859,4,1,2025-01-09,36,215.64
5860,5,4,2025-01-09,19,170.81
5861,6,2,2025-01-09,24,155.76
5862,7,2,2025-01-09,10,49.9
5863,7,1,2025-01-09,2,9.98
5864,7,4,2025-01-09,4,19.96
5865,8,1,2025-01-09,16,151.84
5866,9,1,2025-01-09,4,15.96
5867,9,2,2025-01-09,4,15.96
5868,10,3,2025-01-09,6,50.94
5869,11,3,2025-01-09,4,9.96
5870,11,1,2025-01-09,4,9.96
5871,12,2,2025-01-09,14,27.86
5872,14,2,2025-01-09,5,22.45
5873,16,1,2025-01-09,8,27.92
5874,18,2,2025-01-09,4,19.96
5875,19,3,2025-01-09,2,14.98
5876,19,4,2025-01-09,1,7.49
5877,20,3,2025-01-09,4,27.96
5878,25,4,2025-01-09,27,269.73
5879,1,4,2025-01-10,24,167.76
5880,2,4,2025-01-10,22,98.78
5881,3,2,2025-01-10,9,116.91
5882,3,4,2025-01-10,16,207.84
5883,4,1,2025-01-10,7,41.93
5884,4,2,2025-01-10,10,59.9
5885,5,4,2025-01-10,15,134.85
5886,5,2,2025-01-10,7,62.93
5887,6,1,2025-01-10,15,97.35
5888,7,4,2025-01-10,23,114.77
5889,8,1,2025-01-10,15,142.35
5890,8,4,2025-01-10,9,85.41
5891,9,1,2025-01-10,6,23.94
5892,12,2,2025-01-10,10,19.9
5893,14,1,2025-01-10,5,22.45
5894,14,2,2025-01-10,4,17.96
5895,15,3,2025-01-10,3,17.97
5896,15,2,2025-01-10,4,23.96
5897,16,4,2025-01-10,4,13.96
5898,16,2,2025-01-10,2,6.98
5899,17,2,2025-01-10,3,35.97
5900,17,1,2025-01-10,1,11.99
5901,17,4,2025-01-10,1,11.99
5902,20,1,2025-01-10,2,13.98
5903,21,2,2025-01-10,20,79.8
5904,22,3,2025-01-10,1,5.49
5905,23,4,2025-01-10,29,260.71
5906,24,1,2025-01-10,18,224.82
5907,1,1,2025-01-11,13,90.87
5908,1,2,2025-01-11,13,90.87
5909,2,4,2025-01-11,16,71.84
5910,2,1,2025-01-11,13,58.37
5911,3,2,2025-01-11,23,298.77
5912,3,3,2025-01-11,4,51.96
5913,3,4,2025-01-11,8,103.92
5914,4,1,2025-01-11,26,155.74
5915,5,4,2025-01-11,35,314.65
5916,6,1,2025-01-11,32,207.68
5917,7,4,2025-01-11,25,124.75
5918,8,1,2025-01-11,30,284.7
5919,9,1,2025-01-11,6,23.94
5920,9,2,2025-01-11,12,47.88
5921,10,2,2025-01-11,6,50.94
5922,10,3,2025-01-11,4,33.96
5923,10,4,2025-01-11,5,42.45
5924,12,2,2025-01-11,8,15.92
5925,12,4,2025-01-11,11,21.89
5926,13,4,2025-01-11,13,90.87
5927,14,2,2025-01-11,9,40.41
5928,15,1,2025-01-11,7,41.93
5929,15,3,2025-01-11,6,35.94
5930,15,2,2025-01-11,5,29.95
5931,16,4,2025-01-11,9,31.41
5932,19,3,2025-01-11,4,29.96
5933,20,3,2025-01-11,6,41.94
5934,24,1,2025-01-11,8,99.92
5935,24,4,2025-01-11,4,49.96
5936,25,3,2025-01-11,3,29.97
5937,1,2,2025-01-12,10,69.9
5938,1,4,2025-01-12,20,139.8
5939,2,1,2025-01-12,41,184.09
5940,3,3,2025-01-12,26,337.74
5941,4,2,2025-01-12,29,173.71
5942,5,4,2025-01-12,37,332.63
5943,6,2,2025-01-12,44,285.56
5944,7,1,2025-01-12,28,139.72
5945,8,1,2025-01-12,23,218.27
5946,9,1,2025-01-12,5,19.95
5947,9,2,2025-01-12,4,15.96
5948,10,2,2025-01-12,12,101.88
5949,11,1,2025-01-12,9,22.41
5950,12,4,2025-01-12,23,45.77
5951,14,2,2025-01-12,8,35.92
5952,15,2,2025-01-12,22,131.78
5953,17,2,2025-01-12,7,83.93
5954,18,1,2025-01-12,3,14.97
5955,21,2,2025-01-12,4,15.96
5956,23,2,2025-01-12,1,8.99
5957,23,1,2025-01-12,1,8.99
5958,23,4,2025-01-12,1,8.99
5959,24,4,2025-01-12,3,37.47
5960,1,2,2025-01-13,29,202.71
5961,2,4,2025-01-13,15,67.35
5962,2,1,2025-01-13,7,31.43
5963,3,3,2025-01-13,19,246.81
5964,4,1,2025-01-13,19,113.81
5965,5,4,2025-01-13,19,170.81
5966,5,2,2025-01-13,14,125.86
5967,6,2,2025-01-13,25,162.25
5968,7,2,2025-01-13,25,124.75
5969,8,1,2025-01-13,32,303.68
5970,9,2,2025-01-13,11,43.89
5971,10,3,2025-01-13,8,67.92
5972,10,2,2025-01-13,10,84.9
5973,11,1,2025-01-13,9,22.41
5974,12,2,2025-01-13,12,23.88
5975,13,2,2025-01-13,12,83.88
5976,14,2,2025-01-13,4,17.96
5977,14,1,2025-01-13,3,13.47
5978,15,1,2025-01-13,9,53.91
5979,16,4,2025-01-13,8,27.92
5980,19,4,2025-01-13,3,22.47
5981,20,3,2025-01-13,2,13.98
5982,20,1,2025-01-13,2,13.98
5983,22,3,2025-01-13,2,10.98
5984,22,4,2025-01-13,1,5.49
5985,24,1,2025-01-13,3,37.47
5986,1,1,2025-01-14,17,118.83
5987,2,2,2025-01-14,23,103.27
5988,3,2,2025-01-14,7,90.93
5989,3,3,2025-01-14,16,207.84
5990,4,2,2025-01-14,15,89.85
5991,4,1,2025-01-14,8,47.92
5992,5,4,2025-01-14,9,80.91
5993,5,2,2025-01-14,10,89.9
5994,6,1,2025-01-14,17,110.33
5995,8,4,2025-01-14,26,246.74
5996,9,1,2025-01-14,7,27.93
5997,9,2,2025-01-14,7,27.93
5998,11,3,2025-01-14,3,7.47
5999,11,1,2025-01-14,5,12.45
6000,12,4,2025-01-14,11,21.89
6001,13,2,2025-01-14,6,41.94
6002,13,4,2025-01-14,6,41.94
6003,14,2,2025-01-14,7,31.43
6004,14,1,2025-01-14,6,26.94
6005,15,1,2025-01-14,5,29.95
6006,16,2,2025-01-14,4,13.96
6007,17,4,2025-01-14,3,35.97
6008,19,3,2025-01-14,3,22.47
6009,19,4,2025-01-14,2,14.98
6010,20,1,2025-01-14,1,6.99
6011,20,3,2025-01-14,1,6.99
6012,21,2,2025-01-14,1,3.99
6013,21,3,2025-01-14,1,3.99
6014,22,3,2025-01-14,29,159.21
6015,23,4,2025-01-14,1,8.99
6016,24,1,2025-01-14,17,212.33
6017,25,3,2025-01-14,3,29.97
6018,1,4,2025-01-15,11,76.89
6019,1,2,2025-01-15,7,48.93
6020,2,2,2025-01-15,19,85.31
6021,3,2,2025-01-15,6,77.94
6022,3,3,2025-01-15,4,51.96
6023,3,4,2025-01-15,6,77.94
6024,4,2,2025-01-15,32,191.68
6025,5,2,2025-01-15,33,296.67
6026,6,1,2025-01-15,25,162.25
6027,7,4,2025-01-15,8,39.92
6028,7,2,2025-01-15,7,34.93
6029,7,1,2025-01-15,4,19.96
6030,8,4,2025-01-15,19,180.31
6031,9,2,2025-01-15,7,27.93
6032,11,3,2025-01-15,9,22.41
6033,12,4,2025-01-15,15,29.85
6034,13,4,2025-01-15,12,83.88
6035,14,2,2025-01-15,10,44.9
6036,15,1,2025-01-15,12,71.88
6037,16,2,2025-01-15,10,34.9
6038,18,2,2025-01-15,3,14.97
6039,20,1,2025-01-15,1,6.99
6040,20,3,2025-01-15,1,6.99
6041,23,4,2025-01-15,2,17.98
6042,24,1,2025-01-15,1,12.49
6043,1,4,2025-01-16,9,62.91
6044,1,2,2025-01-16,10,69.9
6045,1,1,2025-01-16,4,27.96
6046,2,1,2025-01-16,18,80.82
6047,3,4,2025-01-16,26,337.74
6048,5,2,2025-01-16,15,134.85
6049,6,1,2025-01-16,14,90.86
6050,7,4,2025-01-16,15,74.85
6051,8,4,2025-01-16,13,123.37
6052,8,1,2025-01-16,6,56.94
6053,11,3,2025-01-16,11,27.39
6054,11,1,2025-01-16,6,14.94
6055,12,4,2025-01-16,10,19.9
6056,13,4,2025-01-16,10,69.9
6057,14,2,2025-01-16,7,31.43
6058,14,1,2025-01-16,4,17.96
6059,15,2,2025-01-16,5,29.95
6060,15,3,2025-01-16,4,23.96
6061,16,2,2025-01-16,3,10.47
6062,16,1,2025-01-16,2,6.98
6063,16,4,2025-01-16,2,6.98
6064,18,1,2025-01-16,1,4.99
6065,18,2,2025-01-16,1,4.99
6066,19,4,2025-01-16,1,7.49
6067,19,3,2025-01-16,1,7.49
6068,20,1,2025-01-16,3,20.97
6069,22,3,2025-01-16,2,10.98
6070,23,2,2025-01-16,1,8.99
6071,24,1,2025-01-16,8,99.92
6072,24,4,2025-01-16,8,99.92
6073,1,1,2025-01-17,20,139.8
6074,2,4,2025-01-17,26,116.74
6075,3,3,2025-01-17,21,272.79
6076,3,2,2025-01-17,5,64.95
6077,3,4,2025-01-17,6,77.94
6078,4,2,2025-01-17,17,101.83
6079,4,1,2025-01-17,10,59.9
6080,5,4,2025-01-17,12,107.88
6081,5,2,2025-01-17,10,89.9
6082,6,1,2025-01-17,31,201.19
6083,7,2,2025-01-17,31,154.69
6084,8,4,2025-01-17,18,170.82
6085,10,3,2025-01-17,11,93.39
6086,11,3,2025-01-17,7,17.43
6087,11,1,2025-01-17,6,14.94
6088,12,2,2025-01-17,14,27.86
6089,13,2,2025-01-17,10,69.9
6090,13,4,2025-01-17,4,27.96
6091,16,2,2025-01-17,6,20.94
6092,16,4,2025-01-17,4,13.96
6093,16,1,2025-01-17,3,10.47
6094,18,1,2025-01-17,3,14.97
6095,19,4,2025-01-17,1,7.49
6096,19,3,2025-01-17,2,14.98
6097,20,1,2025-01-17,4,27.96
6098,25,3,2025-01-17,1,9.99
6099,25,2,2025-01-17,1,9.99
6100,2,4,2025-01-18,11,49.39
6101,2,2,2025-01-18,9,40.41
6102,2,1,2025-01-18,6,26.94
6103,3,2,2025-01-18,23,298.77
6104,3,3,2025-01-18,8,103.92
6105,3,4,2025-01-18,5,64.95
6106,4,1,2025-01-18,19,113.81
6107,4,2,2025-01-18,29,173.71
6108,5,2,2025-01-18,11,98.89
6109,5,4,2025-01-18,24,215.76
6110,6,2,2025-01-18,26,168.74
6111,6,1,2025-01-18,14,90.86
6112,7,4,2025-01-18,13,64.87
6113,7,2,2025-01-18,7,34.93
6114,7,1,2025-01-18,4,19.96
6115,8,1,2025-01-18,35,332.15
6116,9,1,2025-01-18,19,75.81
6117,10,2,2025-01-18,12,101.88
6118,10,3,2025-01-18,2,16.98
6119,10,4,2025-01-18,3,25.47
6120,11,1,2025-01-18,10,24.9
6121,11,3,2025-01-18,6,14.94
6122,13,2,2025-01-18,6,41.94
6123,13,4,2025-01-18,6,41.94
6124,14,1,2025-01-18,24,107.76
6125,18,2,2025-01-18,5,24.95
6126,19,3,2025-01-18,5,37.45
6127,23,2,2025-01-18,1,8.99
6128,23,1,2025-01-18,2,17.98
6129,24,4,2025-01-18,2,24.98
6130,1,1,2025-01-19,8,55.92
6131,1,2,2025-01-19,9,62.91
6132,1,4,2025-01-19,9,62.91
6133,2,4,2025-01-19,42,188.58
6134,3,3,2025-01-19,8,103.92
6135,3,4,2025-01-19,18,233.82
6136,4,2,2025-01-19,17,101.83
6137,4,1,2025-01-19,15,89.85
6138,5,4,2025-01-19,25,224.75
6139,7,2,2025-01-19,10,49.9
6140,7,1,2025-01-19,15,74.85
6141,8,4,2025-01-19,15,142.35
6142,8,1,2025-01-19,17,161.33
6143,9,1,2025-01-19,17,67.83
6144,11,1,2025-01-19,14,34.86
6145,12,2,2025-01-19,15,29.85
6146,13,4,2025-01-19,14,97.86
6147,14,2,2025-01-19,16,71.84
6148,15,3,2025-01-19,6,35.94
6149,15,2,2025-01-19,12,71.88
6150,16,1,2025-01-19,14,48.86
6151,20,3,2025-01-19,4,27.96
6152,1,4,2025-01-20,26,181.74
6153,2,4,2025-01-20,25,112.25
6154,3,3,2025-01-20,8,103.92
6155,3,2,2025-01-20,6,77.94
6156,3,4,2025-01-20,6,77.94
6157,4,1,2025-01-20,24,143.76
6158,5,2,2025-01-20,18,161.82
6159,6,1,2025-01-20,16,103.84
6160,7,4,2025-01-20,21,104.79
6161,8,4,2025-01-20,16,151.84
6162,9,2,2025-01-20,4,15.96
6163,9,1,2025-01-20,9,35.91
6164,10,4,2025-01-20,12,101.88
6165,11,3,2025-01-20,14,34.86
6166,12,4,2025-01-20,9,17.91
6167,12,2,2025-01-20,5,9.95
6168,13,2,2025-01-20,5,34.95
6169,13,4,2025-01-20,4,27.96
6170,15,1,2025-01-20,3,17.97
6171,15,2,2025-01-20,2,11.98
6172,15,3,2025-01-20,1,5.99
6173,16,4,2025-01-20,5,17.45
6174,16,1,2025-01-20,6,20.94
6175,17,2,2025-01-20,2,23.98
6176,20,1,2025-01-20,3,20.97
6177,23,1,2025-01-20,2,17.98
6178,24,4,2025-01-20,33,412.17
6179,1,2,2025-01-21,24,167.76
6180,2,4,2025-01-21,12,53.88
6181,2,2,2025-01-21,7,31.43
6182,3,4,2025-01-21,14,181.86
6183,3,2,2025-01-21,5,64.95
6184,3,3,2025-01-21,5,64.95
6185,4,2,2025-01-21,5,29.95
6186,4,1,2025-01-21,11,65.89
6187,5,4,2025-01-21,25,224.75
6188,6,1,2025-01-21,12,77.88
6189,6,2,2025-01-21,9,58.41
6190,7,4,2025-01-21,7,34.93
6191,7,2,2025-01-21,7,34.93
6192,7,1,2025-01-21,5,24.95
6193,8,1,2025-01-21,6,56.94
6194,8,4,2025-01-21,8,75.92
6195,9,1,2025-01-21,11,43.89
6196,10,3,2025-01-21,10,84.9
6197,12,2,2025-01-21,6,11.94
6198,12,4,2025-01-21,8,15.92
6199,13,4,2025-01-21,8,55.92
6200,14,1,2025-01-21,12,53.88
6201,15,2,2025-01-21,13,77.87
6202,17,1,2025-01-21,2,23.98
6203,19,3,2025-01-21,1,7.49
6204,20,1,2025-01-21,1,6.99
6205,20,3,2025-01-21,2,13.98
6206,21,3,2025-01-21,1,3.99
6207,21,2,2025-01-21,2,7.98
6208,24,1,2025-01-21,3,37.47
6209,1,2,2025-01-22,27,188.73
6210,2,1,2025-01-22,6,26.94
6211,2,2,2025-01-22,6,26.94
6212,2,4,2025-01-22,9,40.41
6213,3,3,2025-01-22,8,103.92
6214,3,2,2025-01-22,11,142.89
6215,4,2,2025-01-22,27,161.73
6216,5,2,2025-01-22,18,161.82
6217,6,1,2025-01-22,12,77.88
6218,6,2,2025-01-22,8,51.92
6219,7,2,2025-01-22,14,69.86
6220,7,1,2025-01-22,5,24.95
6221,7,4,2025-01-22,5,24.95
6222,8,1,2025-01-22,23,218.27
6223,8,4,2025-01-22,10,94.9
6224,9,2,2025-01-22,3,11.97
6225,9,1,2025-01-22,6,23.94
6226,10,2,2025-01-22,6,50.94
6227,11,1,2025-01-22,12,29.88
6228,12,4,2025-01-22,16,31.84
6229,15,2,2025-01-22,5,29.95
6230,15,3,2025-01-22,4,23.96
6231,18,1,2025-01-22,2,9.98
6232,19,3,2025-01-22,3,22.47
6233,22,2,2025-01-22,1,5.49
6234,22,4,2025-01-22,1,5.49
6235,1,4,2025-01-23,18,125.82
6236,2,1,2025-01-23,12,53.88
6237,2,4,2025-01-23,6,26.94
6238,3,4,2025-01-23,9,116.91
6239,3,3,2025-01-23,8,103.92
6240,4,1,2025-01-23,22,131.78
6241,5,2,2025-01-23,11,98.89
6242,5,4,2025-01-23,19,170.81
6243,6,1,2025-01-23,21,136.29
6244,6,2,2025-01-23,11,71.39
6245,7,1,2025-01-23,24,119.76
6246,8,1,2025-01-23,21,199.29
6247,9,1,2025-01-23,7,27.93
6248,9,2,2025-01-23,4,15.96
6249,10,2,2025-01-23,9,76.41
6250,11,3,2025-01-23,5,12.45
6251,12,2,2025-01-23,8,15.92
6252,13,4,2025-01-23,11,76.89
6253,15,3,2025-01-23,12,71.88
6254,16,4,2025-01-23,6,20.94
6255,16,2,2025-01-23,5,17.45
6256,16,1,2025-01-23,4,13.96
6257,18,2,2025-01-23,2,9.98
6258,18,1,2025-01-23,2,9.98
6259,19,4,2025-01-23,4,29.96
6260,20,1,2025-01-23,2,13.98
6261,23,1,2025-01-23,2,17.98
6262,24,1,2025-01-23,2,24.98
6263,1,2,2025-01-24,12,83.88
6264,1,1,2025-01-24,12,83.88
6265,1,4,2025-01-24,9,62.91
6266,2,2,2025-01-24,29,130.21
6267,3,2,2025-01-24,8,103.92
6268,3,3,2025-01-24,8,103.92
6269,3,4,2025-01-24,7,90.93
6270,4,2,2025-01-24,23,137.77
6271,5,4,2025-01-24,15,134.85
6272,6,2,2025-01-24,16,103.84
6273,7,2,2025-01-24,17,84.83
6274,9,2,2025-01-24,7,27.93
6275,10,3,2025-01-24,4,33.96
6276,10,2,2025-01-24,2,16.98
6277,11,3,2025-01-24,15,37.35
6278,13,2,2025-01-24,6,41.94
6279,14,1,2025-01-24,5,22.45
6280,14,2,2025-01-24,9,40.41
6281,15,3,2025-01-24,6,35.94
6282,15,2,2025-01-24,7,41.93
6283,16,4,2025-01-24,15,52.35
6284,17,1,2025-01-24,1,11.99
6285,19,4,2025-01-24,3,22.47
6286,20,3,2025-01-24,3,20.97
6287,21,3,2025-01-24,2,7.98
6288,23,4,2025-01-24,35,314.65
6289,24,4,2025-01-24,12,149.88
6290,24,1,2025-01-24,22,274.78
6291,25,4,2025-01-24,9,89.91
6292,25,2,2025-01-24,8,79.92
6293,1,1,2025-01-25,21,146.79
6294,1,4,2025-01-25,32,223.68
6295,2,1,2025-01-25,10,44.9
6296,2,4,2025-01-25,11,49.39
6297,3,2,2025-01-25,24,311.76
6298,4,2,2025-01-25,26,155.74
6299,5,2,2025-01-25,32,287.68
6300,6,2,2025-01-25,22,142.78
6301,6,1,2025-01-25,29,188.21
6302,7,4,2025-01-25,41,204.59
6303,9,2,2025-01-25,20,79.8
6304,10,3,2025-01-25,9,76.41
6305,10,2,2025-01-25,5,42.45
6306,12,2,2025-01-25,10,19.9
6307,12,4,2025-01-25,7,13.93
6308,13,4,2025-01-25,23,160.77
6309,14,1,2025-01-25,4,17.96
6310,14,2,2025-01-25,5,22.45
6311,15,2,2025-01-25,7,41.93
6312,15,3,2025-01-25,8,47.92
6313,15,1,2025-01-25,8,47.92
6314,16,1,2025-01-25,8,27.92
6315,18,1,2025-01-25,5,24.95
6316,19,3,2025-01-25,4,29.96
6317,20,3,2025-01-25,3,20.97
6318,21,3,2025-01-25,1,3.99
6319,24,1,2025-01-25,1,12.49
6320,25,4,2025-01-25,2,19.98
6321,1,1,2025-01-26,16,111.84
6322,1,2,2025-01-26,3,20.97
6323,1,4,2025-01-26,7,48.93
6324,3,2,2025-01-26,47,610.53
6325,4,2,2025-01-26,37,221.63
6326,5,2,2025-01-26,14,125.86
6327,5,4,2025-01-26,16,143.84
6328,6,1,2025-01-26,13,84.37
6329,6,2,2025-01-26,10,64.9
6330,7,1,2025-01-26,38,189.62
6331,8,4,2025-01-26,21,199.29
6332,9,2,2025-01-26,11,43.89
6333,9,1,2025-01-26,12,47.88
6334,10,3,2025-01-26,9,76.41
6335,10,2,2025-01-26,10,84.9
6336,11,3,2025-01-26,14,34.86
6337,12,4,2025-01-26,18,35.82
6338,13,2,2025-01-26,20,139.8
6339,14,1,2025-01-26,11,49.39
6340,15,2,2025-01-26,11,65.89
6341,15,1,2025-01-26,6,35.94
6342,16,1,2025-01-26,15,52.35
6343,17,2,2025-01-26,2,23.98
6344,17,4,2025-01-26,2,23.98
6345,18,1,2025-01-26,4,19.96
6346,19,4,2025-01-26,6,44.94
6347,20,3,2025-01-26,7,48.93
6348,22,2,2025-01-26,4,21.96
6349,23,4,2025-01-26,17,152.83
6350,24,1,2025-01-26,3,37.47
6351,1,2,2025-01-27,13,90.87
6352,1,4,2025-01-27,7,48.93
6353,1,1,2025-01-27,5,34.95
6354,2,4,2025-01-27,20,89.8
6355,3,3,2025-01-27,22,285.78
6356,5,2,2025-01-27,13,116.87
6357,6,1,2025-01-27,15,97.35
6358,7,4,2025-01-27,28,139.72
6359,8,4,2025-01-27,27,256.23
6360,9,1,2025-01-27,7,27.93
6361,9,2,2025-01-27,6,23.94
6362,10,2,2025-01-27,13,110.37
6363,11,3,2025-01-27,11,27.39
6364,14,2,2025-01-27,9,40.41
6365,15,3,2025-01-27,4,23.96
6366,16,1,2025-01-27,9,31.41
6367,17,4,2025-01-27,2,23.98
6368,19,3,2025-01-27,5,37.45
6369,20,1,2025-01-27,2,13.98
6370,20,3,2025-01-27,1,6.99
6371,23,1,2025-01-27,15,134.85
6372,25,3,2025-01-27,12,119.88
6373,1,4,2025-01-28,13,90.87
6374,1,1,2025-01-28,6,41.94
6375,2,4,2025-01-28,10,44.9
6376,2,1,2025-01-28,3,13.47
6377,2,2,2025-01-28,2,8.98
6378,3,3,2025-01-28,20,259.8
6379,4,1,2025-01-28,12,71.88
6380,4,2,2025-01-28,15,89.85
6381,5,4,2025-01-28,28,251.72
6382,6,1,2025-01-28,16,103.84
6383,8,4,2025-01-28,22,208.78
6384,9,2,2025-01-28,8,31.92
6385,10,4,2025-01-28,2,16.98
6386,10,3,2025-01-28,3,25.47
6387,11,1,2025-01-28,2,4.98
6388,11,3,2025-01-28,4,9.96
6389,14,2,2025-01-28,6,26.94
6390,15,3,2025-01-28,4,23.96
6391,15,2,2025-01-28,4,23.96
6392,15,1,2025-01-28,2,11.98
6393,16,2,2025-01-28,7,24.43
6394,19,3,2025-01-28,3,22.47
